Player,Season,Team,Location,Opp Team,Date,Result,Mins Played,Field Goal,Field Goal Att,Field Goal %,3 Point Field Goal,3 Point Field Goal Att,3 Point Field Goal %,Free Throw,Free Throw Att,Free Throw %,Rebounds,Assists,Steals,Blocks,Turnovers,Points,Usage %,True Shooting %,Effective Fg %,Total Rebound %,Assist %,Offensive Rating,Defensive Rating,Game Score,Playoffs,Championship Season
Lebron James,2021-2022,LAL,@,MIN,2022-03-16,L,37:04,8.0,21.0,0.381,1.0,8.0,0.125,2.0,5.0,0.4,5.0,4.0,1.0,2.0,5.0,19.0,31.2,0.409,0.405,7.3,18.1,75.0,123.0,6.0,False,False
Lebron James,2021-2022,LAL,@,TOR,2022-03-18,W,44:41,15.0,26.0,0.577,2.0,7.0,0.286,4.0,7.0,0.571,9.0,7.0,0.0,2.0,3.0,36.0,32.2,0.619,0.615,12.0,28.4,128.0,124.0,29.4,False,False
Lebron James,2021-2022,LAL,@,WAS,2022-03-19,L,35:53,16.0,29.0,0.552,4.0,10.0,0.4,2.0,3.0,0.667,10.0,6.0,0.0,0.0,2.0,38.0,40.1,0.627,0.621,17.4,30.2,128.0,132.0,28.5,False,False
Lebron James,2021-2022,LAL,@,CLE,2022-03-21,W,40:36,17.0,29.0,0.586,0.0,4.0,0.0,4.0,4.0,1.0,10.0,12.0,1.0,1.0,3.0,38.0,36.6,0.618,0.586,15.0,43.1,129.0,121.0,35.0,False,False
Lebron James,2021-2022,LAL,0,PHI,2022-03-23,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,NOP,2022-03-27,L,41:38,14.0,27.0,0.519,7.0,13.0,0.538,4.0,6.0,0.667,9.0,5.0,0.0,1.0,4.0,39.0,38.0,0.658,0.648,13.0,22.3,119.0,124.0,27.8,False,False
Lebron James,2021-2022,LAL,@,DAL,2022-03-29,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,UTA,2022-03-31,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,NOP,2022-04-01,L,39:31,13.0,23.0,0.565,3.0,8.0,0.375,9.0,12.0,0.75,8.0,4.0,1.0,0.0,6.0,38.0,37.6,0.672,0.63,12.6,20.9,111.0,115.0,24.9,False,False
Lebron James,2021-2022,LAL,0,DEN,2022-04-03,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,PHO,2022-04-05,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,GSW,2022-04-07,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,OKC,2022-04-08,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,DEN,2022-04-10,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,GSW,2022-10-18,L,35:12,12.0,26.0,0.462,3.0,10.0,0.3,4.0,4.0,1.0,15.0,8.0,0.0,0.0,5.0,31.0,35.5,0.558,0.519,21.3,46.2,109.0,111.0,23.9,False,False
Lebron James,2022-2023,LAL,0,LAC,2022-10-20,L,36:40,7.0,17.0,0.412,2.0,8.0,0.25,4.0,6.0,0.667,10.0,6.0,1.0,2.0,2.0,20.0,24.5,0.509,0.471,13.6,33.0,102.0,98.0,17.3,False,False
Lebron James,2022-2023,LAL,0,POR,2022-10-23,L,37:43,12.0,22.0,0.545,2.0,9.0,0.222,5.0,7.0,0.714,8.0,8.0,2.0,2.0,4.0,31.0,32.5,0.618,0.591,11.1,39.6,114.0,102.0,26.2,False,False
Lebron James,2022-2023,LAL,@,DEN,2022-10-26,L,35:18,8.0,21.0,0.381,2.0,8.0,0.25,1.0,2.0,0.5,7.0,9.0,1.0,0.0,8.0,19.0,36.6,0.434,0.429,9.4,42.0,76.0,110.0,8.9,False,False
Lebron James,2022-2023,LAL,@,MIN,2022-10-28,L,37:27,10.0,24.0,0.417,1.0,6.0,0.167,7.0,8.0,0.875,7.0,5.0,4.0,0.0,3.0,28.0,31.8,0.509,0.438,8.6,26.5,107.0,102.0,21.8,False,False
Lebron James,2022-2023,LAL,0,DEN,2022-10-30,W,34:42,10.0,22.0,0.455,2.0,5.0,0.4,4.0,5.0,0.8,6.0,8.0,1.0,0.0,3.0,26.0,33.4,0.537,0.5,8.4,34.4,112.0,113.0,19.2,False,False
Lebron James,2022-2023,LAL,0,NOP,2022-11-02,W,39:43,9.0,23.0,0.391,0.0,7.0,0.0,2.0,4.0,0.5,10.0,8.0,0.0,2.0,2.0,20.0,28.5,0.404,0.391,12.5,32.4,90.0,104.0,13.5,False,False
Lebron James,2022-2023,LAL,0,UTA,2022-11-04,L,34:09,7.0,19.0,0.368,0.0,5.0,0.0,3.0,5.0,0.6,10.0,8.0,0.0,1.0,3.0,17.0,32.0,0.401,0.368,16.0,37.3,94.0,134.0,11.6,False,False
Lebron James,2022-2023,LAL,0,CLE,2022-11-06,L,33:49,13.0,23.0,0.565,1.0,4.0,0.25,0.0,3.0,0.0,7.0,4.0,0.0,0.0,1.0,27.0,32.0,0.555,0.587,10.9,26.3,111.0,117.0,19.6,False,False
Lebron James,2022-2023,LAL,@,UTA,2022-11-07,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,LAC,2022-11-09,L,32:21,12.0,22.0,0.545,4.0,9.0,0.444,2.0,4.0,0.5,8.0,5.0,2.0,0.0,3.0,30.0,35.9,0.631,0.636,14.1,33.4,113.0,110.0,23.1,False,False
Lebron James,2022-2023,LAL,0,SAC,2022-11-11,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,BRK,2022-11-13,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,DET,2022-11-18,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,SAS,2022-11-20,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,PHO,2022-11-22,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,SAS,2022-11-25,W,33:15,8.0,17.0,0.471,1.0,4.0,0.25,4.0,4.0,1.0,8.0,5.0,3.0,1.0,9.0,21.0,35.5,0.56,0.5,11.7,25.4,81.0,86.0,12.1,False,False
Lebron James,2022-2023,LAL,@,SAS,2022-11-26,W,35:28,11.0,21.0,0.524,7.0,12.0,0.583,10.0,10.0,1.0,11.0,3.0,1.0,1.0,4.0,39.0,34.8,0.768,0.69,17.3,12.6,131.0,122.0,30.6,False,False
Lebron James,2022-2023,LAL,0,IND,2022-11-28,L,36:10,8.0,22.0,0.364,3.0,10.0,0.3,2.0,3.0,0.667,7.0,3.0,1.0,0.0,1.0,21.0,26.8,0.45,0.432,8.8,13.6,103.0,113.0,12.6,False,False
Lebron James,2022-2023,LAL,0,POR,2022-11-30,W,32:30,12.0,18.0,0.667,6.0,8.0,0.75,1.0,3.0,0.333,7.0,8.0,0.0,1.0,2.0,31.0,27.3,0.802,0.833,11.1,39.0,153.0,114.0,29.2,False,False
Lebron James,2022-2023,LAL,@,MIL,2022-12-02,W,37:11,12.0,27.0,0.444,3.0,6.0,0.5,1.0,2.0,0.5,8.0,11.0,2.0,0.0,0.0,28.0,32.6,0.502,0.5,12.0,38.9,124.0,129.0,25.2,False,False
Lebron James,2022-2023,LAL,@,WAS,2022-12-04,W,34:26,12.0,26.0,0.462,2.0,7.0,0.286,3.0,4.0,0.75,8.0,6.0,1.0,0.0,5.0,29.0,37.8,0.522,0.5,11.7,23.7,97.0,109.0,17.0,False,False
Lebron James,2022-2023,LAL,@,CLE,2022-12-06,L,35:37,8.0,17.0,0.471,2.0,6.0,0.333,3.0,4.0,0.75,17.0,4.0,1.0,1.0,3.0,21.0,25.4,0.56,0.529,26.3,19.8,113.0,113.0,20.1,False,False
Lebron James,2022-2023,LAL,@,TOR,2022-12-07,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,PHI,2022-12-09,L,43:50,9.0,22.0,0.409,1.0,8.0,0.125,4.0,8.0,0.5,4.0,6.0,2.0,0.0,3.0,23.0,28.7,0.451,0.432,6.1,21.9,92.0,122.0,13.2,False,False
Lebron James,2022-2023,LAL,@,DET,2022-12-11,W,36:52,14.0,24.0,0.583,2.0,6.0,0.333,5.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,35.0,33.1,0.668,0.625,7.9,23.4,134.0,121.0,28.8,False,False
Lebron James,2022-2023,LAL,0,BOS,2022-12-13,L,42:47,14.0,25.0,0.56,3.0,11.0,0.273,2.0,4.0,0.5,9.0,9.0,2.0,1.0,4.0,33.0,32.5,0.617,0.62,11.1,41.8,113.0,109.0,26.4,False,False
Lebron James,2022-2023,LAL,0,DEN,2022-12-16,W,35:56,13.0,21.0,0.619,1.0,4.0,0.25,3.0,4.0,0.75,9.0,4.0,2.0,0.0,2.0,30.0,28.6,0.659,0.643,14.3,17.4,129.0,104.0,25.2,False,False
Lebron James,2022-2023,LAL,0,WAS,2022-12-18,W,36:33,13.0,24.0,0.542,1.0,4.0,0.25,6.0,8.0,0.75,7.0,9.0,0.0,1.0,0.0,33.0,32.7,0.6,0.563,10.1,40.9,132.0,115.0,30.1,False,False
Lebron James,2022-2023,LAL,@,PHO,2022-12-19,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,SAC,2022-12-21,L,34:00,11.0,21.0,0.524,0.0,4.0,0.0,9.0,10.0,0.9,6.0,11.0,0.0,2.0,2.0,31.0,34.5,0.61,0.524,10.0,58.7,129.0,126.0,29.2,False,False
Lebron James,2022-2023,LAL,0,CHO,2022-12-23,L,33:56,15.0,23.0,0.652,4.0,8.0,0.5,0.0,2.0,0.0,2.0,8.0,1.0,0.0,3.0,34.0,32.0,0.712,0.739,3.4,42.3,136.0,129.0,26.5,False,False
Lebron James,2022-2023,LAL,@,DAL,2022-12-25,L,34:20,13.0,23.0,0.565,0.0,4.0,0.0,12.0,12.0,1.0,6.0,5.0,0.0,0.0,2.0,38.0,41.5,0.672,0.565,11.5,33.6,135.0,135.0,29.6,False,False
Lebron James,2022-2023,LAL,@,ORL,2022-12-27,W,31:10,12.0,24.0,0.5,0.0,7.0,0.0,4.0,5.0,0.8,7.0,5.0,1.0,1.0,4.0,28.0,42.1,0.534,0.5,13.0,25.2,106.0,109.0,19.3,False,False
Lebron James,2022-2023,LAL,@,MIA,2022-12-28,L,33:30,10.0,18.0,0.556,2.0,5.0,0.4,5.0,5.0,1.0,9.0,6.0,0.0,0.0,6.0,27.0,34.9,0.668,0.611,15.9,37.9,110.0,118.0,17.7,False,False
Lebron James,2022-2023,LAL,@,ATL,2022-12-30,W,39:39,18.0,27.0,0.667,4.0,6.0,0.667,7.0,9.0,0.778,10.0,9.0,0.0,1.0,5.0,47.0,36.3,0.759,0.741,12.6,36.1,137.0,116.0,40.3,False,False
Lebron James,2022-2023,LAL,@,CHO,2023-01-02,W,39:33,16.0,26.0,0.615,0.0,5.0,0.0,11.0,15.0,0.733,11.0,6.0,1.0,0.0,3.0,43.0,35.9,0.66,0.615,13.4,28.5,127.0,105.0,34.7,False,False
Lebron James,2022-2023,LAL,0,MIA,2023-01-04,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,ATL,2023-01-06,W,32:47,10.0,19.0,0.526,1.0,5.0,0.2,4.0,6.0,0.667,7.0,10.0,0.0,0.0,5.0,25.0,33.6,0.578,0.553,11.4,40.3,110.0,109.0,19.0,False,False
Lebron James,2022-2023,LAL,@,SAC,2023-01-07,W,37:43,14.0,28.0,0.5,1.0,6.0,0.167,8.0,9.0,0.889,8.0,7.0,1.0,0.0,4.0,37.0,40.3,0.579,0.518,14.1,27.7,122.0,130.0,26.5,False,False
Lebron James,2022-2023,LAL,@,DEN,2023-01-09,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,DAL,2023-01-12,L,46:45,9.0,28.0,0.321,0.0,7.0,0.0,6.0,10.0,0.6,16.0,9.0,2.0,0.0,3.0,24.0,33.1,0.37,0.321,18.0,34.0,89.0,102.0,18.9,False,False
Lebron James,2022-2023,LAL,0,PHI,2023-01-15,L,35:18,15.0,23.0,0.652,1.0,5.0,0.2,4.0,5.0,0.8,8.0,10.0,1.0,1.0,3.0,35.0,37.7,0.694,0.674,14.3,49.3,130.0,115.0,32.2,False,False
Lebron James,2022-2023,LAL,0,HOU,2023-01-16,W,35:51,16.0,26.0,0.615,5.0,10.0,0.5,11.0,12.0,0.917,8.0,9.0,0.0,0.0,0.0,48.0,38.6,0.767,0.712,12.3,43.7,167.0,133.0,44.5,False,False
Lebron James,2022-2023,LAL,0,SAC,2023-01-18,L,36:30,11.0,25.0,0.44,2.0,9.0,0.222,8.0,9.0,0.889,8.0,9.0,1.0,1.0,1.0,32.0,38.3,0.552,0.48,12.7,41.5,120.0,120.0,27.9,False,False
Lebron James,2022-2023,LAL,0,MEM,2023-01-20,W,36:32,8.0,21.0,0.381,1.0,5.0,0.2,6.0,7.0,0.857,9.0,6.0,2.0,2.0,3.0,23.0,29.6,0.478,0.405,10.7,28.7,101.0,108.0,17.6,False,False
Lebron James,2022-2023,LAL,@,POR,2023-01-22,W,35:56,14.0,24.0,0.583,2.0,7.0,0.286,7.0,10.0,0.7,11.0,4.0,0.0,2.0,4.0,37.0,39.4,0.651,0.625,16.5,20.3,120.0,112.0,27.3,False,False
Lebron James,2022-2023,LAL,0,LAC,2023-01-24,L,32:35,16.0,29.0,0.552,9.0,14.0,0.643,5.0,5.0,1.0,8.0,7.0,2.0,1.0,0.0,46.0,41.2,0.737,0.707,14.9,56.0,154.0,132.0,42.5,False,False
Lebron James,2022-2023,LAL,0,SAS,2023-01-25,W,35:19,8.0,20.0,0.4,1.0,6.0,0.167,3.0,4.0,0.75,9.0,11.0,0.0,0.0,6.0,20.0,30.9,0.46,0.425,11.8,51.3,93.0,102.0,13.6,False,False
Lebron James,2022-2023,LAL,@,BOS,2023-01-28,L,44:13,15.0,30.0,0.5,6.0,12.0,0.5,5.0,6.0,0.833,9.0,8.0,0.0,0.0,2.0,41.0,33.0,0.628,0.6,11.6,33.0,126.0,118.0,31.5,False,False
Lebron James,2022-2023,LAL,@,BRK,2023-01-30,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,NYK,2023-01-31,W,42:56,11.0,25.0,0.44,2.0,8.0,0.25,4.0,7.0,0.571,10.0,11.0,1.0,0.0,5.0,28.0,33.8,0.499,0.48,13.9,39.5,104.0,115.0,20.0,False,False
Lebron James,2022-2023,LAL,@,IND,2023-02-02,W,32:58,11.0,19.0,0.579,2.0,5.0,0.4,2.0,2.0,1.0,7.0,7.0,0.0,0.0,3.0,26.0,28.1,0.654,0.632,10.5,39.2,121.0,112.0,21.5,False,False
Lebron James,2022-2023,LAL,@,NOP,2023-02-04,L,39:37,10.0,22.0,0.455,1.0,7.0,0.143,6.0,9.0,0.667,9.0,6.0,0.0,0.0,2.0,27.0,28.8,0.52,0.477,11.9,22.1,110.0,128.0,18.5,False,False
Lebron James,2022-2023,LAL,0,OKC,2023-02-07,L,33:57,13.0,20.0,0.65,4.0,6.0,0.667,8.0,10.0,0.8,7.0,3.0,3.0,0.0,4.0,38.0,34.5,0.779,0.75,12.7,13.9,132.0,118.0,30.4,False,False
Lebron James,2022-2023,LAL,0,MIL,2023-02-09,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,GSW,2023-02-11,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,POR,2023-02-13,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,NOP,2023-02-15,W,29:13,7.0,14.0,0.5,0.0,5.0,0.0,7.0,10.0,0.7,6.0,6.0,0.0,1.0,4.0,21.0,33.8,0.571,0.5,10.6,30.3,103.0,102.0,15.1,False,False
Lebron James,2022-2023,LAL,0,GSW,2023-02-23,W,26:19,5.0,20.0,0.25,2.0,6.0,0.333,1.0,2.0,0.5,9.0,8.0,0.0,0.0,2.0,13.0,36.3,0.311,0.3,15.5,44.4,90.0,110.0,7.3,False,False
Lebron James,2022-2023,LAL,@,DAL,2023-02-26,W,36:51,10.0,23.0,0.435,1.0,6.0,0.167,5.0,7.0,0.714,8.0,3.0,1.0,1.0,3.0,26.0,31.7,0.498,0.457,10.0,13.5,103.0,109.0,15.9,False,False
Lebron James,2022-2023,LAL,@,MEM,2023-02-28,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,OKC,2023-03-01,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,MIN,2023-03-03,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,GSW,2023-03-05,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,MEM,2023-03-07,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,TOR,2023-03-10,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,NYK,2023-03-12,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,NOP,2023-03-14,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,@,HOU,2023-03-15,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,DAL,2023-03-17,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,ORL,2023-03-19,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,PHO,2023-03-22,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,OKC,2023-03-24,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2022-2023,LAL,0,CHI,2023-03-26,L,29:32,6.0,11.0,0.545,0.0,2.0,0.0,7.0,8.0,0.875,8.0,3.0,0.0,0.0,5.0,19.0,30.1,0.654,0.545,16.3,17.3,105.0,127.0,12.4,False,False
Lebron James,2022-2023,LAL,@,CHI,2023-03-29,W,31:16,10.0,19.0,0.526,1.0,3.0,0.333,4.0,4.0,1.0,8.0,4.0,2.0,0.0,4.0,25.0,33.3,0.602,0.553,15.9,20.7,117.0,109.0,19.3,False,False
Lebron James,2022-2023,LAL,@,MIN,2023-03-31,W,32:29,7.0,19.0,0.368,1.0,3.0,0.333,3.0,4.0,0.75,10.0,6.0,1.0,2.0,3.0,18.0,29.5,0.434,0.395,16.1,25.6,99.0,103.0,13.7,False,False
Lebron James,2022-2023,LAL,@,HOU,2023-04-02,W,29:21,8.0,18.0,0.444,1.0,7.0,0.143,1.0,1.0,1.0,10.0,11.0,0.0,1.0,1.0,18.0,28.8,0.488,0.472,17.2,46.2,125.0,111.0,19.4,False,False
Lebron James,2022-2023,LAL,@,UTA,2023-04-04,W,38:28,14.0,27.0,0.519,3.0,10.0,0.3,6.0,6.0,1.0,5.0,6.0,1.0,1.0,5.0,37.0,39.0,0.624,0.574,8.1,28.8,114.0,123.0,25.3,False,False
Lebron James,2022-2023,LAL,@,LAC,2023-04-05,L,35:06,13.0,20.0,0.65,4.0,6.0,0.667,3.0,5.0,0.6,8.0,7.0,1.0,1.0,6.0,33.0,34.0,0.743,0.75,13.3,35.2,118.0,121.0,26.4,False,False
Lebron James,2022-2023,LAL,0,PHO,2023-04-07,W,29:21,6.0,19.0,0.316,3.0,7.0,0.429,1.0,2.0,0.5,6.0,6.0,0.0,0.0,5.0,16.0,35.5,0.402,0.395,9.7,27.9,80.0,107.0,5.3,False,False
Lebron James,2022-2023,LAL,0,UTA,2023-04-09,W,33:13,13.0,25.0,0.52,8.0,14.0,0.571,2.0,2.0,1.0,6.0,6.0,1.0,1.0,2.0,36.0,34.7,0.696,0.68,9.2,30.7,134.0,110.0,29.8,False,False
Lebron James,2023-2024,LAL,@,DEN,2023-10-24,L,29:00,10.0,16.0,0.625,1.0,4.0,0.25,0.0,1.0,0.0,8.0,5.0,1.0,0.0,0.0,21.0,24.8,0.639,0.656,15.4,33.9,141.0,122.0,20.3,False,False
Lebron James,2023-2024,LAL,0,PHO,2023-10-26,W,35:00,7.0,14.0,0.5,1.0,5.0,0.2,6.0,8.0,0.75,8.0,9.0,2.0,2.0,5.0,21.0,27.4,0.599,0.536,12.1,46.8,105.0,92.0,20.3,False,False
Lebron James,2023-2024,LAL,@,SAC,2023-10-29,L,39:05,11.0,19.0,0.579,3.0,8.0,0.375,2.0,6.0,0.333,15.0,8.0,0.0,0.0,8.0,27.0,32.2,0.624,0.658,20.3,38.6,94.0,114.0,17.8,False,False
Lebron James,2023-2024,LAL,0,ORL,2023-10-30,W,32:47,7.0,17.0,0.412,2.0,6.0,0.333,3.0,4.0,0.75,3.0,4.0,3.0,1.0,5.0,19.0,33.8,0.506,0.471,5.2,18.4,83.0,102.0,11.9,False,False
Lebron James,2023-2024,LAL,0,LAC,2023-11-01,W,42:29,13.0,19.0,0.684,4.0,8.0,0.5,5.0,10.0,0.5,12.0,7.0,1.0,2.0,4.0,35.0,28.5,0.748,0.789,15.4,29.3,129.0,111.0,30.6,False,False
Lebron James,2023-2024,LAL,@,ORL,2023-11-04,L,35:13,8.0,15.0,0.533,2.0,5.0,0.4,6.0,7.0,0.857,9.0,5.0,3.0,0.0,3.0,24.0,26.1,0.664,0.6,13.5,26.1,125.0,111.0,22.5,False,False
Lebron James,2023-2024,LAL,@,MIA,2023-11-06,L,37:24,13.0,23.0,0.565,0.0,4.0,0.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,5.0,30.0,36.7,0.606,0.565,6.3,14.1,99.0,107.0,18.9,False,False
Lebron James,2023-2024,LAL,@,HOU,2023-11-08,L,27:12,7.0,13.0,0.538,0.0,2.0,0.0,4.0,5.0,0.8,6.0,2.0,0.0,0.0,3.0,18.0,31.0,0.592,0.538,11.6,14.9,101.0,134.0,11.5,False,False
Lebron James,2023-2024,LAL,@,PHO,2023-11-10,W,36:23,11.0,17.0,0.647,3.0,4.0,0.75,7.0,11.0,0.636,11.0,6.0,1.0,1.0,4.0,32.0,31.0,0.733,0.735,15.3,28.8,128.0,116.0,28.1,False,False
