Player,Season,Team,Location,Opp Team,Date,Result,Mins Played,Field Goal,Field Goal Att,Field Goal %,3 Point Field Goal,3 Point Field Goal Att,3 Point Field Goal %,Free Throw,Free Throw Att,Free Throw %,Rebounds,Assists,Steals,Blocks,Turnovers,Points,Usage %,True Shooting %,Effective Fg %,Total Rebound %,Assist %,Offensive Rating,Defensive Rating,Game Score,Playoffs,Championship Season
Lebron James,2020-2021,LAL,0,GSW,2021-02-28,W,24:24,7.0,12.0,0.583,3.0,5.0,0.6,2.0,4.0,0.5,6.0,4.0,2.0,2.0,2.0,19.0,25.7,0.69,0.708,12.4,30.0,132.0,78.0,18.6,False,False
Lebron James,2020-2021,LAL,0,PHO,2021-03-02,L,37:38,16.0,24.0,0.667,3.0,8.0,0.375,3.0,5.0,0.6,5.0,6.0,2.0,1.0,3.0,38.0,37.8,0.725,0.729,9.2,39.1,133.0,120.0,31.8,False,False
Lebron James,2020-2021,LAL,@,SAC,2021-03-03,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,IND,2021-03-12,W,34:21,5.0,13.0,0.385,1.0,4.0,0.25,7.0,11.0,0.636,3.0,10.0,1.0,0.0,3.0,18.0,26.9,0.504,0.423,4.8,51.7,105.0,104.0,13.6,False,False
Lebron James,2020-2021,LAL,@,GSW,2021-03-15,W,30:29,8.0,13.0,0.615,2.0,4.0,0.5,4.0,6.0,0.667,10.0,11.0,0.0,0.0,6.0,22.0,31.6,0.703,0.692,20.7,47.6,120.0,98.0,19.2,False,False
Lebron James,2020-2021,LAL,0,MIN,2021-03-16,W,31:12,8.0,14.0,0.571,4.0,7.0,0.571,5.0,5.0,1.0,12.0,12.0,0.0,1.0,4.0,25.0,27.7,0.772,0.714,24.0,49.0,142.0,116.0,27.5,False,False
Lebron James,2020-2021,LAL,0,CHO,2021-03-18,W,36:30,14.0,23.0,0.609,4.0,9.0,0.444,5.0,6.0,0.833,8.0,6.0,1.0,1.0,3.0,37.0,33.7,0.722,0.696,11.4,30.8,136.0,103.0,31.0,False,False
Lebron James,2020-2021,LAL,0,ATL,2021-03-20,L,10:36,3.0,6.0,0.5,1.0,2.0,0.5,3.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,10.0,35.0,0.683,0.583,4.5,88.7,141.0,115.0,9.1,False,False
Lebron James,2020-2021,LAL,@,PHO,2021-03-21,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,NOP,2021-03-23,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,PHI,2021-03-25,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,CLE,2021-03-26,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,ORL,2021-03-28,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,MIL,2021-03-31,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,SAC,2021-04-02,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,LAC,2021-04-04,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,TOR,2021-04-06,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,MIA,2021-04-08,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,BRK,2021-04-10,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,NYK,2021-04-12,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,CHO,2021-04-13,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,BOS,2021-04-15,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,UTA,2021-04-17,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,UTA,2021-04-19,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,DAL,2021-04-22,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,DAL,2021-04-24,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,ORL,2021-04-26,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,WAS,2021-04-28,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,SAC,2021-04-30,L,31:51,6.0,12.0,0.5,1.0,5.0,0.2,3.0,5.0,0.6,8.0,7.0,2.0,1.0,5.0,16.0,25.6,0.563,0.542,15.1,32.0,100.0,107.0,14.2,False,False
Lebron James,2020-2021,LAL,0,TOR,2021-05-02,L,27:33,6.0,11.0,0.545,2.0,5.0,0.4,5.0,7.0,0.714,7.0,6.0,0.0,0.0,5.0,19.0,29.5,0.675,0.636,13.1,34.2,104.0,118.0,13.4,False,False
Lebron James,2020-2021,LAL,0,DEN,2021-05-03,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,LAC,2021-05-06,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,POR,2021-05-07,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,PHO,2021-05-09,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,NYK,2021-05-11,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,0,HOU,2021-05-12,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2020-2021,LAL,@,IND,2021-05-15,W,28:27,11.0,22.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,7.0,8.0,0.0,0.0,4.0,24.0,39.5,0.524,0.523,14.4,60.1,109.0,117.0,16.7,False,False
Lebron James,2020-2021,LAL,@,NOP,2021-05-16,W,27:28,11.0,22.0,0.5,2.0,5.0,0.4,1.0,2.0,0.5,1.0,6.0,3.0,0.0,2.0,25.0,39.0,0.546,0.545,2.0,40.7,107.0,97.0,19.5,False,False
Lebron James,2021-2022,LAL,0,GSW,2021-10-19,L,36:44,13.0,23.0,0.565,5.0,11.0,0.455,3.0,6.0,0.5,11.0,5.0,1.0,1.0,4.0,34.0,32.2,0.663,0.674,15.1,23.3,117.0,105.0,24.8,False,False
Lebron James,2021-2022,LAL,0,PHO,2021-10-22,L,36:32,8.0,18.0,0.444,5.0,9.0,0.556,4.0,4.0,1.0,2.0,5.0,2.0,0.0,5.0,25.0,28.3,0.633,0.583,2.8,28.0,104.0,115.0,15.1,False,False
Lebron James,2021-2022,LAL,0,MEM,2021-10-24,W,40:18,7.0,19.0,0.368,4.0,9.0,0.444,1.0,2.0,0.5,6.0,6.0,2.0,2.0,3.0,19.0,24.6,0.478,0.474,8.4,19.5,97.0,116.0,14.1,False,False
Lebron James,2021-2022,LAL,@,SAS,2021-10-26,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,OKC,2021-10-27,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,CLE,2021-10-29,W,37:57,10.0,22.0,0.455,1.0,10.0,0.1,5.0,5.0,1.0,3.0,8.0,3.0,1.0,7.0,26.0,36.4,0.537,0.477,4.9,30.3,105.0,108.0,17.8,False,False
Lebron James,2021-2022,LAL,0,HOU,2021-10-31,W,34:32,6.0,19.0,0.316,0.0,6.0,0.0,3.0,4.0,0.75,7.0,8.0,4.0,1.0,2.0,15.0,27.8,0.361,0.316,9.9,36.3,85.0,79.0,14.5,False,False
Lebron James,2021-2022,LAL,0,HOU,2021-11-02,W,36:16,13.0,21.0,0.619,2.0,4.0,0.5,2.0,2.0,1.0,4.0,10.0,2.0,0.0,4.0,30.0,28.8,0.686,0.667,6.5,41.6,128.0,110.0,25.5,False,False
Lebron James,2021-2022,LAL,0,OKC,2021-11-04,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,POR,2021-11-06,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,CHO,2021-11-08,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,MIA,2021-11-10,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,MIN,2021-11-12,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,SAS,2021-11-14,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,CHI,2021-11-15,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,MIL,2021-11-17,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,BOS,2021-11-19,L,32:04,10.0,16.0,0.625,3.0,7.0,0.429,0.0,1.0,0.0,6.0,2.0,2.0,0.0,3.0,23.0,27.3,0.7,0.719,10.7,12.5,114.0,126.0,16.8,False,False
Lebron James,2021-2022,LAL,@,DET,2021-11-21,W,21:26,4.0,7.0,0.571,1.0,3.0,0.333,1.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,10.0,18.1,0.672,0.643,2.5,31.1,120.0,119.0,8.1,False,False
Lebron James,2021-2022,LAL,@,NYK,2021-11-23,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,IND,2021-11-24,W,43:28,13.0,29.0,0.448,5.0,12.0,0.417,8.0,9.0,0.889,5.0,6.0,1.0,2.0,2.0,39.0,35.9,0.592,0.534,5.9,28.0,121.0,108.0,28.8,False,False
Lebron James,2021-2022,LAL,0,SAC,2021-11-26,L,49:45,10.0,25.0,0.4,2.0,13.0,0.154,8.0,11.0,0.727,7.0,11.0,1.0,0.0,7.0,30.0,35.0,0.503,0.44,8.3,36.3,98.0,117.0,17.9,False,False
Lebron James,2021-2022,LAL,0,DET,2021-11-28,W,37:24,12.0,20.0,0.6,4.0,9.0,0.444,5.0,8.0,0.625,5.0,9.0,2.0,1.0,2.0,33.0,30.0,0.702,0.7,6.8,41.9,131.0,105.0,30.7,False,False
Lebron James,2021-2022,LAL,@,SAC,2021-11-30,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,LAC,2021-12-03,L,36:15,9.0,23.0,0.391,2.0,8.0,0.25,3.0,5.0,0.6,11.0,6.0,2.0,0.0,3.0,23.0,33.9,0.456,0.435,18.9,24.0,103.0,125.0,16.6,False,False
Lebron James,2021-2022,LAL,0,BOS,2021-12-07,W,36:16,13.0,19.0,0.684,2.0,5.0,0.4,2.0,2.0,1.0,4.0,5.0,0.0,0.0,3.0,30.0,26.5,0.755,0.737,6.2,21.5,139.0,110.0,23.6,False,False
Lebron James,2021-2022,LAL,@,MEM,2021-12-09,L,37:24,7.0,15.0,0.467,1.0,6.0,0.167,5.0,5.0,1.0,10.0,11.0,4.0,2.0,5.0,20.0,26.5,0.581,0.5,14.0,52.3,109.0,97.0,23.0,False,False
Lebron James,2021-2022,LAL,@,OKC,2021-12-10,W,34:41,13.0,20.0,0.65,4.0,6.0,0.667,3.0,4.0,0.75,5.0,6.0,3.0,2.0,2.0,33.0,29.4,0.758,0.75,7.1,36.1,147.0,94.0,31.1,False,False
Lebron James,2021-2022,LAL,0,ORL,2021-12-12,W,37:11,12.0,20.0,0.6,3.0,7.0,0.429,3.0,4.0,0.75,11.0,10.0,0.0,3.0,6.0,30.0,34.3,0.689,0.675,15.6,50.6,118.0,96.0,26.4,False,False
Lebron James,2021-2022,LAL,@,DAL,2021-12-15,W,42:58,9.0,19.0,0.474,4.0,9.0,0.444,2.0,3.0,0.667,3.0,5.0,1.0,0.0,2.0,24.0,24.6,0.591,0.579,3.8,22.1,109.0,102.0,16.9,False,False
Lebron James,2021-2022,LAL,@,MIN,2021-12-17,L,35:30,5.0,13.0,0.385,2.0,6.0,0.333,6.0,8.0,0.75,10.0,5.0,1.0,2.0,4.0,18.0,25.5,0.545,0.462,13.9,29.1,94.0,99.0,13.4,False,False
Lebron James,2021-2022,LAL,@,CHI,2021-12-19,L,39:24,11.0,21.0,0.524,1.0,7.0,0.143,8.0,11.0,0.727,14.0,6.0,1.0,2.0,4.0,31.0,32.8,0.6,0.548,19.2,25.6,117.0,109.0,24.7,False,False
Lebron James,2021-2022,LAL,0,PHO,2021-12-21,L,34:00,13.0,19.0,0.684,2.0,5.0,0.4,6.0,6.0,1.0,7.0,2.0,2.0,0.0,2.0,34.0,30.0,0.786,0.737,9.9,18.0,142.0,101.0,29.0,False,False
Lebron James,2021-2022,LAL,0,SAS,2021-12-23,L,34:40,15.0,26.0,0.577,2.0,7.0,0.286,4.0,6.0,0.667,9.0,6.0,1.0,2.0,3.0,36.0,36.1,0.628,0.615,12.7,35.8,123.0,130.0,29.3,False,False
Lebron James,2021-2022,LAL,0,BRK,2021-12-25,L,39:53,14.0,25.0,0.56,3.0,9.0,0.333,8.0,9.0,0.889,9.0,7.0,3.0,1.0,3.0,39.0,31.7,0.673,0.62,12.3,36.4,129.0,112.0,34.6,False,False
Lebron James,2021-2022,LAL,@,HOU,2021-12-28,W,39:27,11.0,19.0,0.579,3.0,5.0,0.6,7.0,9.0,0.778,10.0,11.0,1.0,2.0,3.0,32.0,27.1,0.697,0.658,15.6,38.7,148.0,120.0,32.8,False,False
Lebron James,2021-2022,LAL,@,MEM,2021-12-29,L,37:57,13.0,25.0,0.52,8.0,14.0,0.571,3.0,3.0,1.0,13.0,7.0,2.0,2.0,5.0,37.0,36.8,0.703,0.68,20.1,39.3,123.0,98.0,32.3,False,False
Lebron James,2021-2022,LAL,0,POR,2021-12-31,W,29:18,16.0,26.0,0.615,5.0,10.0,0.5,6.0,9.0,0.667,14.0,4.0,2.0,2.0,0.0,43.0,46.7,0.718,0.712,22.7,31.5,146.0,89.0,40.8,False,False
Lebron James,2021-2022,LAL,0,MIN,2022-01-02,W,39:13,7.0,15.0,0.467,3.0,9.0,0.333,9.0,12.0,0.75,7.0,5.0,3.0,1.0,1.0,26.0,25.3,0.641,0.567,10.2,22.3,130.0,100.0,24.6,False,False
Lebron James,2021-2022,LAL,0,SAC,2022-01-04,W,36:29,12.0,26.0,0.462,3.0,10.0,0.3,4.0,5.0,0.8,5.0,5.0,0.0,1.0,2.0,31.0,35.2,0.55,0.519,7.4,19.8,118.0,120.0,20.5,False,False
Lebron James,2021-2022,LAL,0,ATL,2022-01-07,W,36:30,13.0,24.0,0.542,1.0,6.0,0.167,5.0,5.0,1.0,8.0,9.0,4.0,3.0,4.0,32.0,33.8,0.611,0.563,10.4,36.0,116.0,100.0,30.0,False,False
Lebron James,2021-2022,LAL,0,MEM,2022-01-09,L,33:22,14.0,19.0,0.737,3.0,4.0,0.75,4.0,4.0,1.0,9.0,7.0,0.0,0.0,3.0,35.0,29.1,0.843,0.816,14.7,40.5,157.0,132.0,32.7,False,False
Lebron James,2021-2022,LAL,@,SAC,2022-01-12,L,38:56,13.0,29.0,0.448,3.0,12.0,0.25,5.0,10.0,0.5,7.0,6.0,0.0,1.0,1.0,34.0,36.1,0.509,0.5,9.6,28.5,114.0,127.0,22.5,False,False
Lebron James,2021-2022,LAL,@,DEN,2022-01-15,L,30:42,9.0,23.0,0.391,2.0,8.0,0.25,5.0,7.0,0.714,9.0,2.0,0.0,2.0,1.0,25.0,42.2,0.479,0.435,15.3,14.3,97.0,138.0,16.6,False,False
Lebron James,2021-2022,LAL,0,UTA,2022-01-17,W,37:17,9.0,20.0,0.45,3.0,8.0,0.375,4.0,8.0,0.5,7.0,7.0,1.0,1.0,1.0,25.0,29.2,0.531,0.525,10.1,34.1,117.0,98.0,20.3,False,False
Lebron James,2021-2022,LAL,0,IND,2022-01-19,L,37:24,11.0,22.0,0.5,3.0,7.0,0.429,5.0,7.0,0.714,12.0,5.0,2.0,0.0,3.0,30.0,33.1,0.598,0.568,17.5,24.8,116.0,110.0,24.3,False,False
Lebron James,2021-2022,LAL,@,ORL,2022-01-21,W,33:36,12.0,23.0,0.522,2.0,7.0,0.286,3.0,3.0,1.0,7.0,5.0,1.0,1.0,6.0,29.0,38.3,0.596,0.565,12.5,28.7,102.0,101.0,18.2,False,False
Lebron James,2021-2022,LAL,@,MIA,2022-01-23,L,39:52,12.0,22.0,0.545,1.0,8.0,0.125,8.0,11.0,0.727,11.0,4.0,2.0,0.0,3.0,33.0,32.9,0.615,0.568,17.2,22.3,119.0,111.0,25.5,False,False
Lebron James,2021-2022,LAL,@,BRK,2022-01-25,W,34:27,14.0,21.0,0.667,2.0,8.0,0.25,3.0,3.0,1.0,7.0,6.0,3.0,2.0,0.0,33.0,30.7,0.739,0.714,11.2,37.2,151.0,93.0,34.2,False,False
Lebron James,2021-2022,LAL,@,PHI,2022-01-27,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,CHO,2022-01-28,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,ATL,2022-01-30,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,POR,2022-02-02,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,LAC,2022-02-03,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,0,NYK,2022-02-05,W,39:55,13.0,24.0,0.542,2.0,7.0,0.286,1.0,2.0,0.5,13.0,10.0,1.0,0.0,3.0,29.0,29.1,0.583,0.583,15.3,43.2,119.0,103.0,25.9,False,False
Lebron James,2021-2022,LAL,0,MIL,2022-02-08,L,34:31,11.0,19.0,0.579,3.0,7.0,0.429,2.0,4.0,0.5,5.0,8.0,0.0,0.0,4.0,27.0,30.2,0.65,0.658,8.4,38.8,118.0,133.0,18.8,False,False
Lebron James,2021-2022,LAL,@,POR,2022-02-09,L,36:41,13.0,22.0,0.591,3.0,7.0,0.429,1.0,1.0,1.0,7.0,7.0,3.0,0.0,6.0,30.0,36.9,0.668,0.659,11.6,38.2,108.0,107.0,23.4,False,False
Lebron James,2021-2022,LAL,@,GSW,2022-02-12,L,38:21,9.0,27.0,0.333,3.0,10.0,0.3,5.0,9.0,0.556,15.0,8.0,0.0,0.0,4.0,26.0,39.6,0.42,0.389,19.2,33.7,93.0,117.0,15.2,False,False
Lebron James,2021-2022,LAL,0,UTA,2022-02-16,W,39:43,14.0,23.0,0.609,3.0,8.0,0.375,2.0,2.0,1.0,8.0,6.0,2.0,0.0,3.0,33.0,30.5,0.691,0.674,11.4,30.1,129.0,110.0,28.1,False,False
Lebron James,2021-2022,LAL,0,LAC,2022-02-25,L,35:41,6.0,18.0,0.333,2.0,8.0,0.25,7.0,8.0,0.875,11.0,3.0,1.0,1.0,6.0,21.0,32.4,0.488,0.389,15.7,13.0,85.0,105.0,11.5,False,False
Lebron James,2021-2022,LAL,0,NOP,2022-02-27,L,35:35,13.0,23.0,0.565,1.0,4.0,0.25,5.0,5.0,1.0,6.0,3.0,2.0,2.0,7.0,32.0,37.5,0.635,0.587,9.1,23.2,99.0,113.0,20.6,False,False
Lebron James,2021-2022,LAL,0,DAL,2022-03-01,L,38:12,10.0,18.0,0.556,3.0,7.0,0.429,3.0,5.0,0.6,12.0,5.0,1.0,0.0,4.0,26.0,29.6,0.644,0.639,18.4,25.7,109.0,111.0,19.9,False,False
Lebron James,2021-2022,LAL,@,LAC,2022-03-03,L,37:04,8.0,18.0,0.444,2.0,9.0,0.222,8.0,10.0,0.8,8.0,4.0,0.0,1.0,4.0,26.0,31.7,0.58,0.5,12.6,16.9,108.0,139.0,17.3,False,False
Lebron James,2021-2022,LAL,0,GSW,2022-03-05,W,38:33,19.0,31.0,0.613,6.0,11.0,0.545,12.0,13.0,0.923,10.0,3.0,0.0,1.0,4.0,56.0,44.0,0.763,0.71,14.1,18.4,143.0,116.0,44.1,False,False
Lebron James,2021-2022,LAL,@,SAS,2022-03-07,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2021-2022,LAL,@,HOU,2022-03-09,L,45:16,9.0,26.0,0.346,1.0,9.0,0.111,4.0,6.0,0.667,14.0,12.0,1.0,4.0,5.0,23.0,30.7,0.402,0.365,16.7,38.5,95.0,117.0,19.4,False,False
Lebron James,2021-2022,LAL,0,WAS,2022-03-11,W,35:42,18.0,25.0,0.72,6.0,9.0,0.667,8.0,8.0,1.0,7.0,6.0,0.0,1.0,3.0,50.0,40.2,0.877,0.84,11.2,33.9,158.0,115.0,42.5,False,False
Lebron James,2021-2022,LAL,@,PHO,2022-03-13,L,30:12,10.0,20.0,0.5,5.0,11.0,0.455,6.0,7.0,0.857,7.0,6.0,0.0,1.0,4.0,31.0,37.9,0.672,0.625,12.6,47.4,118.0,134.0,23.6,False,False
Lebron James,2021-2022,LAL,0,TOR,2022-03-14,L,40:20,11.0,19.0,0.579,4.0,7.0,0.571,4.0,7.0,0.571,9.0,3.0,0.0,2.0,5.0,30.0,28.6,0.679,0.684,10.0,17.1,111.0,115.0,20.7,False,False
